L,N,nmax,filling,U,threshold,Wstar,Wstar_bootstrap_std,bootstrap_valid,bootstrap_total
8,4,3,0.5,1.0,0.45849718055994526,4.727593261925564,0.07301743418470896,1000,1000
8,4,3,0.5,2.0,0.45849718055994526,5.2451584170397965,0.14710961418112609,1000,1000
8,4,3,0.5,3.0,0.45849718055994526,5.030725755320161,0.14215280509500794,1000,1000
8,4,3,0.5,4.0,0.45849718055994526,3.8907709580805383,0.14685905389345538,1000,1000
8,4,3,0.5,5.0,0.45849718055994526,3.0629369486646927,0.09327365901226416,1000,1000
8,4,3,0.5,6.0,0.45849718055994526,2.8633556676608105,0.08162173767994198,1000,1000
8,4,3,0.5,7.0,0.45849718055994526,2.710094529782401,0.07178119718685938,1000,1000
8,4,3,0.5,8.0,0.45849718055994526,2.5333138228511656,0.05347042367615231,1000,1000
8,4,3,0.5,9.0,0.45849718055994526,2.52174903512885,0.06457749521620466,1000,1000
8,4,3,0.5,10.0,0.45849718055994526,2.43972280994148,0.05876352773903462,1000,1000
8,5,3,0.625,1.0,0.45849718055994526,5.431394929503288,0.08193284320686015,1000,1000
8,5,3,0.625,2.0,0.45849718055994526,5.722616713450657,0.0973119020997819,1000,1000
8,5,3,0.625,3.0,0.45849718055994526,5.003395178912922,0.10850915921563603,1000,1000
8,5,3,0.625,4.0,0.45849718055994526,3.7351533995808968,0.11163077814596432,1000,1000
8,5,3,0.625,5.0,0.45849718055994526,2.4926873793521325,0.04704514664989127,1000,1000
8,5,3,0.625,6.0,0.45849718055994526,2.3825662383002766,0.04621183293601419,1000,1000
8,5,3,0.625,7.0,0.45849718055994526,2.259290090075603,0.05296300881517295,1000,1000
8,5,3,0.625,8.0,0.45849718055994526,2.2362637653182973,0.05589828718504306,1000,1000
8,5,3,0.625,9.0,0.45849718055994526,2.2398593931183544,0.06215557954992969,1000,1000
8,5,3,0.625,10.0,0.45849718055994526,2.1148793103625314,0.06358933235387881,1000,1000
8,6,3,0.75,1.0,0.45849718055994526,6.163415899745872,0.12433654854775512,1000,1000
8,6,3,0.75,2.0,0.45849718055994526,6.374195435811082,0.07973288533000525,1000,1000
8,6,3,0.75,3.0,0.45849718055994526,5.939417806259772,0.13256065853599447,1000,1000
8,6,3,0.75,4.0,0.45849718055994526,4.155390439915549,0.08907337920899995,1000,1000
8,6,3,0.75,5.0,0.45849718055994526,2.3064975633393607,0.047335045669631724,1000,1000
8,6,3,0.75,6.0,0.45849718055994526,2.100818089536613,0.050826660425230076,1000,1000
8,6,3,0.75,7.0,0.45849718055994526,2.0001596057068673,0.04870996052170593,1000,1000
8,6,3,0.75,8.0,0.45849718055994526,1.8547317255346183,0.0417231283182032,1000,1000
8,6,3,0.75,9.0,0.45849718055994526,1.7245969911511758,0.0391611016234805,1000,1000
8,6,3,0.75,10.0,0.45849718055994526,1.603860149392092,0.034267190698526614,1000,1000
8,7,3,0.875,1.0,0.45849718055994526,6.818391114905082,0.13062020078243602,1000,1000
8,7,3,0.875,2.0,0.45849718055994526,6.858475548233997,0.114490194346914,1000,1000
8,7,3,0.875,3.0,0.45849718055994526,6.553456738483532,0.14780916968862587,1000,1000
8,7,3,0.875,4.0,0.45849718055994526,4.977133819094176,0.11419063711114504,1000,1000
8,7,3,0.875,5.0,0.45849718055994526,2.0256620604885547,0.06533897954518135,1000,1000
8,7,3,0.875,6.0,0.45849718055994526,1.505595235207759,0.025709152193481022,1000,1000
8,7,3,0.875,7.0,0.45849718055994526,1.3414671909263656,0.02479489315600295,1000,1000
8,7,3,0.875,8.0,0.45849718055994526,1.18197417441014,0.0283488620398052,1000,1000
8,7,3,0.875,9.0,0.45849718055994526,0.9297034303224336,0.021728036251869268,1000,1000
8,7,3,0.875,10.0,0.45849718055994526,0.8018440751012438,0.01491977715895821,1000,1000
8,8,3,1.0,1.0,0.45849718055994526,7.143291341532231,0.1778605047668692,1000,1000
8,8,3,1.0,2.0,0.45849718055994526,7.72261406009018,0.15163604693373953,1000,1000
8,8,3,1.0,3.0,0.45849718055994526,7.369953412685345,0.10690737024110222,1000,1000
8,8,3,1.0,4.0,0.45849718055994526,6.177647310326783,0.1106073679066699,1000,1000
8,8,3,1.0,5.0,0.45849718055994526,3.611979087973677,0.06420378452449112,1000,1000
8,8,3,1.0,6.0,0.45849718055994526,2.264209374258406,0.04009413725115705,1000,1000
8,8,3,1.0,7.0,0.45849718055994526,1.8808939232715733,0.0361136391789768,1000,1000
8,8,3,1.0,8.0,0.45849718055994526,1.7251123788764566,0.03088537633195739,1000,1000
8,8,3,1.0,9.0,0.45849718055994526,1.536190751022921,0.02535913957797827,1000,1000
8,8,3,1.0,10.0,0.45849718055994526,1.3939671605614987,0.025048509357102677,1000,1000
